id,title,bio,date,url,image,events,slug
4226,Jose Aimer Suárez Hernández,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Ingeniero Industrial y especialista en Gerencia Mercadeo Estrat\u00e9gico, con amplia experiencia en el sector de las telecomunicaciones, en el desarrollo de negocios digitales y Big Data, apoyando la transformaci\u00f3n de las organizaciones que desean convertirse en \u201cData Driven\u201d a trav\u00e9s de la cultura basada en el dato y la generaci\u00f3n de nuevas oportunidades de negocio a partir de este. Ha participado de proyectos que utilizan como insights los datos m\u00f3viles, en los sectores de Transporte, Turismo, Retail, Media OOH y Banca.\nActualmente se desempe\u00f1a como Business Development Manager Big Data Go-to-Market en Luca Data Drivers Decisions y es el responsable en Colombia, Ecuador y Per\u00fa por los productos y servicios de Big Data en los negocios operativos de Telef\u00f3nica, impulsando el crecimiento global en el Segmento B2B, incentivando telco Big Data, proporcionando un servicio end-to-end a las organizaciones que quieren tomar decisiones basadas en los datos, acerc\u00e1ndolas a sus clientes y permiti\u00e9ndoles optimizar todas sus actividades y procesos con la potencia del Big Data.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:513,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0}"">Ingeniero Industrial y especialista en Gerencia Mercadeo Estratégico, con amplia experiencia en el sector de las telecomunicaciones, en el desarrollo de negocios digitales y Big Data, apoyando la transformación de las organizaciones que desean convertirse en “Data Driven” a través de la cultura basada en el dato y la generación de nuevas oportunidades de negocio a partir de este. Ha participado de proyectos que utilizan como insights los datos móviles, en los sectores de Transporte, Turismo, Retail, Media OOH y Banca.
Actualmente se desempeña como Business Development Manager Big Data Go-to-Market en Luca Data Drivers Decisions y es el responsable en Colombia, Ecuador y Perú por los productos y servicios de Big Data en los negocios operativos de Telefónica, impulsando el crecimiento global en el Segmento B2B, incentivando telco Big Data, proporcionando un servicio end-to-end a las organizaciones que quieren tomar decisiones basadas en los datos, acercándolas a sus clientes y permitiéndoles optimizar todas sus actividades y procesos con la potencia del Big Data.</span>",2017-02-20,/speaker/jose-aimer-suarez-hernandez/,#REF!,,jose-aimer-suarez-hernandez
4237,Edgar Ruíz,"Edgar Ruiz es un Ingeniero de Soluciones en RStudio. Es el administrador de los sitios oficiales de sparklyr y de R para bases de datos. También es autor de los paquetes de R: dbplot, tidypredict y modeldb, y co-autor de el paquete dbplyr.",2017-02-28,/speaker/edgar-ruiz/,/images/speakers/2017/02/7875923.jpg|/images/speakers/2017/02/Edgar_Ruiz.png,"2018,2019cdmx",edgar-ruiz
4267,Miguel Flores,"Miguel cuenta con más de 10 años de experiencia en la implementación de soluciones de business intelligence, realizando más de 50 implementaciones para clientes en una amplia variedad de sectores.",2017-03-02,/speaker/miguel-flores/,/images/speakers/2017/03/miguel-flores.jpg|/images/speakers/2017/03/MiguelFlores.png,"2017,2018",miguel-flores
4273,Fernanda Mora Alba,"Matemática Aplicada, Actuaria y MSc en Ciencias en Computación por el ITAM. Ha consultado de manera independiente en los sectores salud, finanzas y energía. Trabajó como investigador visitante en el Instituto de Tecnologías del Lenguaje en Carnegie Mellon University para desarrollar modelos de aprendizaje de máquina para lectura de comprensión automática. Es coautora de un paper sobre diseño topológico de redes de comunicaciones en zonas rurales. Recientemente consultó con la SENER usando series de tiempo para la predicción del consumo de gas natural. Actualmente es Directora de Área en Plataforma Digital Nacional",2017-03-07,/speaker/fernanda-mora-alba/,/images/speakers/2017/03/Fernanda.jpg,2019cdmx,fernanda-mora-alba
4280,Victor Barrera,Ingeniero con estudios de Maestría y Doctorado en “Toma de decisiones basada en datos y modelos estadísticos”. Ha publicado varios artículos científicos relacionados con la extracción de información útil para asistir la toma de decisiones.,2017-03-07,/speaker/victor-barrera/,/images/speakers/2017/03/Victor-Barrera-negro.png,,victor-barrera
4306,Jorge Díaz,"Director General Adjunto de Innovación Pública en la Coordinación de Estrategia Digital Nacional de la Oficina de la Presidencia de la República. Tiene una maestría en Administración Pública y Desarrollo Internacional por la London School of Economics. Ha trabajado en proyectos de desarrollo social, participación cívica, innovación gubernamental, y desarrollo en comunidades indígenas en distintas zonas de México. Hizo investigación sobre innovación en gobiernos para el Boston Consulting Group en Londres y llevó temas de desarrollo económico en la Representación de México ante las Naciones Unidas en Ginebra. Hace un par de años coordinó la estrategia para el proyecto de Gobierno Abierto de la CDMX y actualmente en Presidencia lidera los equipos de análisis de datos, además de los de estrategia y políticas para la participación ciudadana en línea.",2017-03-08,/speaker/jorge-diaz/,/images/speakers/2017/03/Jorge-Díaz.png,,jorge-diaz
4333,Ricardo Rentería,"Ricardo Rentería es responsable por la operación de Amazon Web Services en el norte de Latinoamérica, basado en la Ciudad de México. Ricardo tiene más de 20 años de experiencia en la industria de tecnología e información colaborando y emprendiendo negocios para empresas de talla mundial. Previo a Amazon Web Services, trabajó en Microsoft en diversas posiciones directivas y ha emprendido en diversos Startups.",2017-03-08,/speaker/ricardo-renteria/,/images/speakers/2017/03/RicardoRenteríanegro2.1png.png|/images/speakers/2017/03/RicardoRenteríanegro2.png,2018,ricardo-renteria
4337,Alejandro Flores,"Arquitecto de Soluciones para Amazon Web Services responsable de apoyar a los clientes en sus retos y necesidades tecnológicas ofreciendo soluciones de nube que permitan eficientar, optimizar y reducir costos. Recientemente se ha especializado en soluciones de Big Data utilizando la plataforma de servicios de Amazon Web Services, construyendo arquitecturas que van desde la creación de flujos sencillos hasta la automatización y transformación de ambientes existentes on-premise a nube, brindando los beneficios de flexibilidad, escalabilidad, seguridad, entre otros.",2017-03-08,/speaker/alejandro-flores/,/images/speakers/2017/03/AlejandroFlores-negro2b1.png,,alejandro-flores
4374,Juan Manuel Casanueva,"Infoactivista de corazón. Lleva 18 años construyendo redes de colaboración y empoderando a infoactivistas y periodistas en LATAM mediante tecnología y análisis de datos para la incidencia, rendición de cuentas, anticorrupción y transparencia gubernamental. Como fellow de The International Center for Journalists, fundó los capítulos Mexicanos de School of Data, de Open Data y de Infoactivism. Es MSc en Administración de TI por la UManchester y BS en Ingeniería Industrial por el ITESM CC.",2017-03-13,/speaker/juan-manuel-casanueva/,/images/speakers/2017/03/Juan-Manuel-Casanueva.png,2018,juan-manuel-casanueva
4376,Rodrigo Alonso Pinzón,"'Man in black'. Físico por la UNAM. Managing partner de Root Tech. Experto en network analysis para seguridad nacional y pública. Ha consultado para diferentes órganos de gobierno. Que el poder judicial llegue a escenarios como 'Minority Report' lo mantiene despierto por las noches, para bien y para mal.",2017-03-15,/speaker/rodrigo-alonso-pinzon/,/images/speakers/2017/03/Rodrigo.png,,rodrigo-alonso-pinzon
4380,Alexandra Lemus,Formación de Matemática Aplicada y entusiasta miembro del equipo de Ciencia de Datos en VinkOS. Alexandra tiene extensa experiencia multidisciplinaria en el desarrollo de modelos matemáticos y análisis de datos dentro de academia e industria.,2017-03-15,/speaker/alexandra/,/images/speakers/2017/03/alexandra_lemus.jpg|/images/speakers/2017/03/Alexandra-Vinkospng.png,2019cdmx,alexandra
4387,Javier Ramirez,,2017-03-16,/speaker/javier-ramirez/,/images/speakers/2017/03/javier1.png|/images/speakers/2017/03/Javier.png,,javier-ramirez
4545,Reuben Cummings,"Reuben Cummings is an international speaker and trainer who uses data to help businesses make better decisions regarding their operations, customers, and products. He is the Founder &amp; Managing Director of<a href=""http://nerevu.com""> Nerevu Development</a> and has over 10 years experience in business development, entrepreneurship, data analysis, and software development. A chemical engineer by training, Reuben is an MIT alum, maintains several<a href=""https://github.com/reubano""> open source projects</a>, and loves all things data.",2018-01-22,/speaker/reuben-cummings/,/images/speakers/2018/01/reuben-cummings.jpg,2018,reuben-cummings
4561,Ángel Monjarás,"Consultor y gerente con más de 20 años de experiencia en la implantación de soluciones tecnológicas empresariales, dedicando los últimos 8 años al área de business intelligence, data science y analytics. Cuenta con amplio conocimiento en la gestión de servicios y el desarrollo de procesos para sustentar operaciones de servicio. Cuenta con certificaciones como Qlik Sense Business Analyst, Data Architect y System Administrator, entre otras.",2018-01-23,/speaker/angel-monjaras/,/images/speakers/2018/01/angel-monjaras.jpg,2018,angel-monjaras
4565,Adrián Santuario,"Adrian Santuario es un tecnólogo de contexto, continuamente buscando el mejor contexto y medio para los mensajes combinando la ciencia y el arte. Le apasiona estudiar y experimentar con nuevas tecnologías para encontrar aplicaciones provocativas fuera de su contexto tradicional.

Es Físico por la UNAM y cuenta con una Maestría en Filosofía de la Ciencia por la misma institución. Actualmente se desempeña como VP de Ciencia de Datos en Klustera, además de ser profesor en la Facultad de Ciencias de la UNAM y miembro del consejo de planeación y evaluación del Festival Transitio Mx. Su obra ha sido exhibida en el Laboratorio Arte Alameda, el Centro Multimedia del CENART, la Science Gallery en Irlanda y el MediaLab Prado en España.",2018-01-23,/speaker/adrian-santuario/,/images/speakers/2018/01/adrian-santuario.jpg,2018,adrian-santuario
4568,Moyocoyani Molina Espíritu,"Moyocoyani Molina Espíritu es doctor en química cuántica y actualmente labora como científico de datos en OCCMundial. Se especializa en el campo de visualización de datos, y la aplicación de modelos de machine learning, mecánica estadística y geometría informacional para el análisis de los datos. Si no lo encuentras diseñando modelos visuales o analizando datos, de seguro está leyendo cómics o surfeando en la playa.",2018-01-23,/speaker/moyocoyani-molina-espiritu/,/images/speakers/2018/01/moyocoyani.jpg|/images/speakers/2018/01/moyocoyani-molina.jpg,"2018,2019cdmx",moyocoyani-molina-espiritu
4571,Alonso Baranda,"Alonso estudió la licenciatura de Matemáticas en la Facultad de Ciencias de C.U. y la maestría de Administración de Riesgos en el ITAM. Ha trabajado en diversos bancos como administrador de riesgos y en consultorías de estadística y machine learning, también ha impartido cursos de estadística y machine learning en universidades y empresas. Disfruta hacer matemáticas de manera recreacional, una de ellas es haciendo machine learning.",2018-01-23,/speaker/alonso-baranda/,/images/speakers/2018/01/alonso-baranda.jpg,2018,alonso-baranda
4580,Julie Qiu,"Julie is a senior software engineer at Spring. She has led projects to improve search performance, personalize the user shopping experience, and ingest real time product updates at scale. She graduated from Yale University with a degree in Cognitive Science and currently lives in New York City.",2018-01-23,/speaker/julie-qiu/,/images/speakers/2018/01/julie-qiu.png,2018,julie-qiu
4583,Crystal Yan,"Crystal Yan is a design and product leader with international experience in emerging markets, committed to transforming companies to be more design driven and with experience using behavioral design and artificial intelligence to create meaningful user experiences.

Currently, Crystal is freelance researcher and designer serving healthcare, education, finance, and nonprofit clients. She has spoken at conferences in the US, Chile, Germany, Ireland, China, and more.

Learn more: http://crystalcyan.github.io/",2018-01-23,/speaker/crystal-yan/,/images/speakers/2018/01/crystal-yan.jpg,2018,crystal-yan
4588,Arturo Cárdenas,"Arturo es un analista de datos con experiencia en distintas industrias como retail, electrónica de consumo, aeroespacial, manufactura y finanzas. Actualmente se desempeña en eBay como gerente de analítica para las regiones de México y Sudáfrica. Previamente colaboró con Procter &amp; Gambler en Canadá como analista para optimización de cadena de suministro.",2018-01-23,/speaker/arturo-cardenas/,/images/speakers/2018/01/arturo-cardenas.jpg,2018,arturo-cardenas
4591,Zinnya del Villar,"Zinnya is the Research Director Data Scientist at Data-Pop Alliance, with 20 years of experience working with data in different topics as economic, financial and political data, genetic, health and insurance data, mobility data in smart cities and for the past 2 years, working in data for good in SSA, MENA and LATAM region in different topics as gender, Covid-19 impact and freedom of expression and media development.",2018-01-23,/speaker/zinnya-del-villar/,/images/speakers/2018/01/zinnya.jpg,2021,zinnya-del-villar
4595,Juan Zinser,Juan es un analista de datos con especial interés en la automatización de procesos. Es Licenciado en Matemáticas Aplicadas por el ITAM y actualmente estudia una Maestría en Ciencias Computacionales en la misma institución.,2019-10-25,/speaker/juan-zinser/,/images/speakers/2018/01/juan-zinser.jpg,"2018,2019mty",juan-zinser
4599,Amaury Gutiérrez,"Amaury estudió la carrera conjunta de Matemáticas Aplicadas e Ingeniería Computación en el Instituto Tecnológico Autónomo de México (ITAM). Después de trabajar algunos años en la industria de software se integró a un equipo interdisciplinario en la Comisión Nacional para el Conocimiento y uso de la Biodiversidad (CONABIO), para colaborar en el análisis de fenómenos con amplias cantidades de datos. Con el objetivo de pulir el conjunto de herramientas a su disposición, cursó la Maestría en Ciencia de Datos en el ITAM.

Su trabajo se enfoca principalmente en procesar imágenes de satélite para convertir los datos crudos en información y el desarrollo de herramientas que permiten el procesamiento y la visualización de la misma. Paralelamente tiene un gran interés por el arte digital y la exploración de medios visuales a través de su manipulación programática.",2018-01-23,/speaker/amaury-gutierrez/,/images/speakers/2018/01/amaury-gutierrez.jpg,2018,amaury-gutierrez
4608,Rodrigo Quezada,"<div class=""gdlr-speaker-content"">

A lo largo de su carrera, Rodrigo se ha desempeñado como desarrollador de software en varias startups como HolaGus, Social Decode y Datank, ayudándolas a materializar sus ideas mediante aplicaciones web usando tecnología de punta. Su lenguaje de programación favorito es Javascript y es coorganizador del meetup @Eventloop. Durante los últimos meses ha tomado especial interés por GraphQL, impartiendo varias conferencias y talleres.

</div>",2018-01-23,/speaker/rodrigo-quezada/,/images/speakers/2018/01/rodrigo-quezada.jpg,2018,rodrigo-quezada
4615,Favio André Vázquez,"Favio Vázquez es físico e ingeniero en computación apasionado por la ciencia, filosofía, programación y ciencia de datos. Actualmente es Científico de datos en jefe en Iron AI, y también forma parte del equipo de Data &amp; Analytics en BBVA desempeñando actividades construyendo herramientas para automatizar y coordinar actividades de analytics y machine learning dentro de la institución.",2018-01-23,/speaker/favio-andre-vazquez/,/images/speakers/2018/01/favio-vazquez.jpg,2018,favio-andre-vazquez
4673,Alexandra Lemus,"Científico de datos con fuertes bases técnicas y matemáticas, complementadas con habilidades efectivas para la comunicación y colaboración. Especializada en el modelado y simulación de sistemas dinámicos e instrumentos financieros.",2018-02-07,/speaker/alexandra-lemus/,/images/speakers/2018/02/alexandra-lemus.jpg,2018,alexandra-lemus
4703,Ángel Alvarado,"I am originally from México City. I currently work as a lead engineer at a non-profit in San Francisco called One Degree which provides a platform for low income families to easily access social services. I have a great passion for data engineering and bring these skills to my current job. On the side, I have created a data engineering community where we spread the word about data engineering in Latin America.",2018-02-16,/speaker/angel-alvarado/,/images/speakers/2018/02/angel-alvarado.jpg,2018,angel-alvarado
4717,Irving Simonin Wilmer,Irving es Matemático Aplicado del ITAM. Laboró en el C4 de la CDMX identificando focos de atención policíaca. En BestDay aplicando optimización e investigación de operaciones para Revenue Management. En Cultura Colectiva creó modelos para generación automática de titulares de contenido. En Datank.ai lidera el grupo dedicado a dar solución a problemas de negocio con ML.,2018-02-19,/speaker/irving-simonin-wilmer/,/images/speakers/2018/02/irving-e1519098526509.jpg,2019cdmx,irving-simonin-wilmer
4769,Omar Camacho,"Omar Camacho es director comercial en MongoDB para la región de Latinoamérica. A lo largo de su carrera ha ocupado posiciones directivas en empresas de tecnología tales como Cloudera, IBM Software y Cognos.",2018-03-01,/speaker/omar-camacho/,/images/speakers/2018/03/omar-camacho.jpg,2018,omar-camacho
4773,Alejandro Mancilla,"Alejandro es un arquitecto de soluciones con más de 15 años de experiencia en el diseño, construcción y despliegue de aplicaciones empresariales, colaborando en empresas como JackBe, Software AG y MongoDB. Es egresado de Ingeniero en Ciencias Computacionales de la UNAM y también cuenta con una Maestría en Ciencias Computacionales por el Instituto de Investigaciones en Matemáticas y Sistemas (IIMAS).",2018-03-01,/speaker/alejandro-mancilla/,/images/speakers/2018/03/alxmancilla.jpg,2019cdmx,alejandro-mancilla
4811,José Soto Galindo,"José Soto Galindo es Editor General de El Economista Digital en la Ciudad de México. Tiene especialización en derecho de las telecomunicaciones y las tecnologías de la información. Se especializa en temas de transparencia y protección de datos, ha desmenuzado desde hace 2 años la regulación de telecomunicaciones con respecto a privacidad de datos.",2018-03-13,/speaker/jose-soto/,#REF!,2018,jose-soto
4812,Christian Ladrón de Guevara,Christian Ladrón de Guevara es Lic en Física por la Facultad de Ciencias de la UNAM. Especialista en convertir data y modelos en productos de software que toquen la realidad y la alteren.,2018-03-13,/speaker/christian-ladron-de-guevara/,#REF!,2018,christian-ladron-de-guevara
